Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
Aaron_Eckhart,0.00028989368,0.0095737185,-0.014338168,-0.015789034,-0.075040944,0.08788835,-0.052804016,0.04171873,-0.18708448,0.15386274,-0.0018833282,0.03748136,0.018179609,-0.06608478,0.068530306,-0.017829338,0.06676267,0.0914265,0.23467171,0.01744622,-0.017618425,0.015133493,0.06096525,0.08242434,-0.060398385,0.19961746,0.08488767,-0.22510023,0.06598428,0.00056032586,-0.04832536,0.075240515,0.04082726,-0.0040770103,0.07004448,-0.027724836,0.08940521,0.13897757,0.069399364,-0.023880532,-0.025544366,-0.074571654,-0.06439055,0.034228597,-0.13843586,0.0020086933,0.17830123,-0.08229177,-0.1441449,-0.05148309,0.14174667,0.025660615,0.042857602,0.049867395,0.06391226,0.06293669,0.19083041,-0.002463557,0.047073532,-0.0948587,-0.010670134,-0.09835439,0.07495156,-0.13138708,0.15054178,-0.07657124,0.049165536,-0.087894835,0.0052110762,0.10786067,-0.13747855,-0.008485266,-0.12508976,0.041893117,0.014008342,-0.11875845,-0.052256625,0.15322872,0.07707866,-0.017778687,-0.13673961,0.07450882,0.014876856,-0.04595226,0.09233757,-0.15084231,0.04119405,0.0090103,0.06373532,-0.02439267,-0.027020697,0.05779215,0.016360648,-0.0063110017,0.025547072,-0.052667692,0.12665987,0.17370583,0.02674279,-0.04716052,-0.015307352,0.09548007,-0.020994876,0.08948629,0.02106992,-0.040306725,0.046041697,-0.08249712,0.017490711,-0.050506506,-0.067723244,0.07018063,0.02686633,-0.14825465,0.0765449,-0.042976324,0.023558721,-0.32473835,0.02232817,0.011621494,0.09915157,-0.074651286,0.06291153,-0.08478594,0.009646414,0.042902328,0.091222405,0.05381616
Aaron_Eckhart,0.055366606,0.15363482,-0.092731886,-0.0272436,-0.03600412,0.058593683,0.008011518,0.020639963,-0.12759566,0.1582635,0.032268897,-0.12122602,-0.035619926,-0.06797851,0.13207397,0.019681836,0.09626192,-0.006277027,0.25006774,-0.106484376,-0.0026844707,0.03999981,-0.01065447,-0.108245075,0.081774406,0.061237704,0.06244964,-0.13561113,0.11854556,0.076092415,-0.038968075,0.008178403,0.03137917,-0.068506636,0.12182032,-0.07022259,0.097369686,-0.016581893,0.16314714,-0.044408437,-0.07206784,-0.10698304,-0.03419881,0.047140185,-0.032018315,0.24263899,0.089550026,-0.033214547,-0.1660397,-0.17693448,0.086105525,0.22248937,0.07294543,-0.036675356,-0.059595827,0.011970418,0.1574763,-0.1094141,0.0038842552,-0.01039684,0.052469134,-0.12736301,0.012188092,-0.07327075,0.085303344,-0.07736367,0.014754617,0.024265192,0.107788324,0.029711276,-0.054361746,0.00054547755,-0.16828637,-0.15351564,0.008963005,-0.022109257,-0.059303645,0.15408407,-0.0017895161,0.09441581,-0.08952679,0.03364855,-0.002379127,0.043189842,0.10587115,-0.047053978,-0.04585131,-0.07793532,-0.003687888,-0.011383012,-0.0478314,0.08823414,-0.09944391,0.030230088,-0.035597626,-0.09551394,0.16627792,0.059702106,0.038445096,-0.08938249,0.04744744,0.11356974,0.035595417,0.0042204466,-0.06026194,-0.067621805,0.08641321,0.05032498,0.04260793,0.015237598,0.038669884,-0.08668237,-0.057985548,-0.14906494,0.081438564,-0.0071943975,-0.122448735,-0.19255213,0.0066618505,-0.025113296,0.043461494,-0.045648325,0.037758484,0.019562418,0.1245802,-0.016066823,0.10574545,0.022720277
Aaron_Eckhart,0.038050074,0.13606058,-0.1730247,-0.039526865,-0.015764032,0.03918117,0.035248965,-0.05263693,-0.12964886,0.16203403,0.03604291,-0.10318369,0.061491318,0.061330352,0.064334154,0.037258968,0.13195597,-0.0034776847,0.1971419,-0.11585213,0.003713576,-0.031569395,-0.05069384,-0.21006823,0.06643213,0.11793343,-0.08337871,-0.04844889,0.17003341,0.11027425,0.0026330505,0.21636409,-0.03422449,-0.11732407,0.056277107,-0.05130012,0.05258917,0.062444225,0.29713297,-0.03917435,-0.06029759,-0.018824464,-0.0258037,-0.041524198,0.012718254,0.10329134,0.029683806,0.0030832505,-0.10712052,-0.29369918,-0.024003772,0.22347046,0.07831487,-0.039053522,-0.14542113,0.0013856561,0.11631632,0.00045079316,-0.053985298,0.00921532,0.024337625,-0.04261612,0.07368506,-0.069742344,0.01924458,0.12468824,0.048256442,0.094226606,0.08575099,-0.10144785,-0.019233353,0.015528961,-0.105883196,-0.026260871,-0.014532278,-0.051159788,-0.036733385,-0.061313022,-0.011662426,0.03615979,-0.050322186,0.05303059,0.008571744,-0.007820784,0.068199106,-0.048305124,-0.0153992195,-0.07563628,0.039126247,-0.116954364,-0.014828769,0.060357448,-0.012127575,0.08652249,0.027586471,-0.12265325,0.13325933,0.059698336,-0.03524866,-0.0062809945,0.008977341,0.054953188,0.025086528,0.10096299,-0.09409336,0.04282161,0.09898888,0.08287016,0.13291018,-0.00050446735,0.011771491,-0.107475065,-0.11809404,-0.047419555,0.0892824,-0.04990446,-0.13002859,-0.10518446,0.07861469,-0.081856556,0.015987732,-0.07861984,0.036084574,-0.03258992,0.043033898,-0.025616976,-0.021178287,0.004731183
Aaron_Eckhart,-0.033510093,0.0626499,-0.04712196,0.024937805,0.05441408,0.021767346,0.010340817,-0.026214194,-0.107092515,0.091825575,0.00070152263,-0.029229524,0.10062538,0.105017416,0.04491654,0.036285684,0.12621449,0.037201412,0.07703071,0.00092291384,0.12740038,-0.20898819,0.14435214,0.007186086,0.1382696,-0.013320814,-0.111178055,-0.110982955,0.12449832,0.059698258,0.12551315,0.10225612,0.017394453,-0.053364344,-0.04621656,-0.0058644502,-0.076190546,0.22226486,0.0902491,-0.047466207,-0.044626977,0.067789786,-0.028899737,-0.035878304,-0.07224916,-0.052777864,0.066576205,-0.0642536,-0.02236285,-0.17058437,0.005716103,0.09504656,0.039262436,-0.057443637,-0.038198415,0.025585728,0.14524874,0.114085406,0.03951919,-0.10861867,-0.06478123,-0.027750956,0.03724138,-0.12669589,0.09933995,0.1043523,-0.0120398225,0.09721415,-0.05488846,0.03292353,0.0299395,0.1504069,-0.122228935,-0.01821267,0.03436366,-0.0011341344,-0.018119007,0.0049771965,0.015076183,0.059714586,-0.22665094,0.0022475112,0.057966728,0.0030861928,0.0053548245,-0.07159889,0.03181873,0.043567725,0.039992925,-0.20472653,-0.07779188,0.016732391,0.08465589,-0.014781065,0.07654329,-0.1577133,0.032789756,0.19947408,-0.062699914,-0.0061961883,-0.040948607,-0.0061171725,0.0098759765,0.18892165,-0.05840395,0.06287988,0.005292707,0.03430296,0.24956225,-0.14895873,-0.12857115,0.06249555,-0.09827542,0.012251963,0.13259618,0.06049853,-0.0993865,-0.08455333,0.04276447,0.14681874,-0.05179836,0.019898836,-0.12275953,-0.019207865,-0.087906085,0.07538755,-0.04115983,0.086059794
Aaron_Eckhart,0.15736766,0.042624854,-0.06730682,0.05143468,0.0076023457,0.11546472,0.08736395,0.010546163,-0.050014976,0.018188404,0.052735373,0.015227558,0.012328842,-0.045362853,-0.031770136,0.04914437,0.07247544,-0.01009444,-0.009036381,-0.095789954,0.13481772,0.050940774,-0.049376808,-0.036781725,0.06506707,0.0797535,-0.04010953,-0.14042045,0.042327117,0.11147195,-0.016659986,0.16519484,-0.12363305,0.0074900053,-0.015290906,-0.09739308,-0.05047542,0.115983985,0.15492567,0.033566006,-0.041802403,0.03560388,-0.09727674,0.025758913,0.015337105,0.017148184,-0.0013175117,-0.10765502,-0.03039027,-0.13822414,0.19815215,0.23373938,-0.020126307,0.010737186,0.0094026,-0.058409102,0.12406395,0.031073645,0.048387237,-0.071748,0.024115348,-0.16500944,0.04857986,-0.0678625,-0.024674425,-0.1363071,0.07363571,0.1308414,0.102267995,0.09578914,0.05564273,0.113058284,-0.06454945,-0.045397554,-0.09426475,-0.03096327,-0.07504115,0.013227169,-0.09191492,0.18242909,-0.022178609,0.07805891,0.11854405,-0.0524436,0.04930298,-0.11282148,0.11826055,-0.036156204,-0.012292101,-0.124274366,-0.11053813,-0.023121353,-0.11643083,0.053901333,-0.059847828,-0.07036719,0.17535079,-0.048147924,0.019491626,-0.017175298,0.02884506,0.13007307,0.014840906,0.21625458,-0.09964157,-0.122105084,-0.04520449,0.076889694,0.07384326,-0.07469826,0.032460134,0.041902073,-0.19785058,-0.025760394,0.16860728,0.050707944,-0.14428632,-0.13688223,-0.0088809,-0.010127281,0.0059600887,0.0864917,0.09148397,-0.021140037,0.144982,-0.035098188,0.09861651,0.026979983
Aaron_Eckhart,0.028454294,0.07355204,0.04758567,-0.053439096,0.05879447,0.062732115,0.0734967,0.07764231,-0.17519458,0.1215407,-0.0012431782,-0.06887169,-0.021995788,0.0023079815,0.18917118,-0.054293536,0.19567882,0.013037693,0.22040454,-0.11059857,0.018997405,0.06867685,-0.07647102,0.0028800706,0.0768565,0.06846582,-0.045771156,-0.082039796,0.18031195,0.0072655785,0.065566614,-0.030045372,-0.06732142,-0.04296017,0.09474061,0.021271976,0.03736136,-0.035883088,0.12181851,0.020460365,0.026071247,0.06099818,-0.06831813,0.020346895,-0.030365145,0.19913402,0.054032072,-0.06266845,-0.09126347,-0.23116435,0.02318968,0.1803268,-0.023749195,-0.0872087,-0.053187855,0.047265865,0.061435014,0.073540665,-0.026968796,0.07998654,0.03191277,-0.059658494,-0.020316655,-0.10472519,0.122391805,-0.1322816,0.07835621,-0.0029380184,0.07351112,0.094004035,0.03517064,0.09619345,-0.1165571,-0.077136725,-0.025446415,0.0030995011,-0.06438507,0.23015928,0.044089377,-0.020737752,-0.15933603,0.10390738,0.06687539,0.05924527,0.096373804,-0.13552463,0.080592595,-0.025501713,-0.0626453,-0.08475058,0.00030975582,0.11288795,-0.0075077047,0.003850605,0.05451188,-0.10891041,0.18542367,-0.0011640867,-0.04503223,0.0013099577,-0.086761735,0.13465594,-0.018424746,0.051294323,-0.10548552,-0.0019161194,0.064705096,-0.041090112,0.10138295,-0.008404771,0.025474034,-0.09686848,-0.11565861,-0.085174814,0.11088045,0.009273409,-0.07229671,-0.26685238,-0.055918727,0.02092154,0.0013161061,-0.0015860426,-0.056904484,0.03618044,0.025761154,0.024237484,0.00490398,0.002457512
Aaron_Eckhart,-0.03793599,0.11337494,-0.06692401,0.008028242,0.020172963,0.1786576,0.052948378,-0.0009192973,-0.1277168,0.20532523,0.005612145,-0.08463004,0.004168325,-0.09992409,0.21730034,-0.029476834,-0.04177729,0.009642695,0.1731435,-0.047005083,-0.05366798,-0.10362948,0.05394406,-0.0061517474,0.116393626,0.005446156,-0.094669424,-0.20634918,0.12784594,-0.047665905,0.16229486,0.04530474,-0.102384835,-0.06737829,0.06375663,0.08687893,-0.06824576,-0.024306716,0.05979349,-0.01452941,0.0563359,-0.115639605,-0.11517059,0.08625975,-0.13598457,0.05672511,0.10813263,0.054766245,-0.123853065,-0.1334226,-0.029530521,0.06078913,0.008230799,-0.15477163,-0.06175985,0.07396422,-0.009658871,0.13169435,0.038215,-0.0125881545,-0.12177916,0.00546932,0.13863441,-0.16015634,0.16372897,0.08191634,0.049546428,-0.041497905,-0.045522656,0.08786731,-0.044290945,0.21895824,-0.09341658,0.045376074,0.018741574,-0.11073165,-0.07023837,0.10023112,0.036349222,0.053404614,-0.11268126,-0.020719687,-0.06511258,-0.049949188,-0.010282525,-0.06859579,0.01403424,-0.02316297,0.018777985,-0.065603584,0.07937577,0.11173683,-0.006441281,-0.059926298,0.025146224,-0.09822163,0.09023399,0.08186841,0.005220923,-0.020812238,-0.061077967,-0.011270339,-0.0064178626,-0.071055524,-0.102354996,0.10282114,0.044789843,0.017741583,0.16176768,0.04492541,0.010759059,0.09908394,-0.0058181016,-0.15373972,0.11805657,-0.041355893,-0.04155806,-0.11977519,0.10119991,0.08843945,0.0763333,-0.13133265,-0.020172205,0.08916635,-0.051304672,0.048469678,0.015044485,0.043525256
Aaron_Eckhart,0.049328644,0.019935142,-0.034129664,-0.039500147,-0.011335922,0.04074819,-0.032886572,0.040025484,-0.14943638,-0.032999884,-0.010695882,-0.06441202,0.02169166,0.11957738,0.09118398,-0.054551363,0.14996575,-0.098935746,0.21659619,-0.014624703,0.022270916,-0.02030702,0.108426504,-0.03600235,0.03932322,0.112624474,0.024876932,-0.11423414,0.0656552,-0.049534712,0.08438169,-0.036540575,-0.0005966327,-0.02334258,-0.0009384404,0.026724309,0.058608957,0.24553996,0.102616586,0.03975033,-0.04936939,0.117615245,-0.110550545,-0.01550557,-0.09583762,0.081432216,0.07514866,-0.099360205,-0.019280424,-0.07990957,-0.033539996,0.14114067,0.03255229,0.054465964,-0.0017167173,-0.024130108,0.18332522,0.11870959,0.027739331,-0.08613551,-0.02423146,-0.026847076,0.07256122,-0.1619266,0.085965544,-0.040206145,0.111421674,0.07598872,0.10681592,0.094878286,0.017234245,0.091722585,-0.09941414,0.061278757,0.058395643,-0.07967596,-0.060959224,0.069852054,0.05034134,0.079420544,-0.19688612,0.031501126,0.080654465,-0.046073735,0.06365387,-0.16909376,0.05287363,0.03078479,0.0132386545,-0.19396599,0.018719675,0.03425666,0.11834254,-0.04577482,0.10906564,-0.18388368,0.17610109,0.15491201,-0.041216653,-0.033861417,-0.15298589,0.10978588,0.005989581,0.15948403,-0.106621854,-0.0015641171,0.023931155,-0.021204634,0.13723652,-0.10358729,0.008013007,0.027765583,-0.08760219,0.013616735,0.08452048,0.032493327,-0.018081378,-0.25602272,0.0057008835,0.035619196,-0.025442863,0.055551738,-0.022204485,-0.009296327,-0.013110672,-0.025942832,0.033108726,0.08581642
Aaron_Eckhart,-0.07126259,0.09079851,0.09574574,-0.027967796,0.011498274,0.16442174,-0.06712692,0.0064451513,-0.075901136,0.08577268,-0.020992756,-0.07026326,-0.0809991,-0.06965365,0.17305379,-0.053488746,0.030550284,0.08321577,0.16211168,-0.05604514,-0.037647396,0.061854884,0.084315844,0.06661853,0.010000893,0.02876686,-0.034291968,-0.12802403,0.1485451,-0.12259845,0.18092245,-0.0522402,-0.028594777,-0.05678474,0.13645628,0.11944675,0.015715683,0.029513372,0.007932244,0.041668236,0.03294062,0.02610173,-0.16695814,0.0008729567,-0.1256438,0.046213362,0.081382304,0.02150873,-0.081215404,-0.062617674,-0.037388097,0.13171855,0.03437807,-0.08029461,-0.060000908,0.058268793,0.14989817,0.061328992,-0.008218608,-0.037062757,-0.11697927,0.055278994,0.085213415,-0.15942803,0.15861161,-0.059216995,0.09275716,-0.075061634,-0.05580908,0.24091099,-0.002955408,0.09154645,-0.078244366,0.0568683,0.039565947,-0.109496936,-0.14025448,0.16308929,0.051980376,-0.053842884,-0.11813869,0.124252304,0.022407906,0.0018352056,0.07894429,-0.10648335,0.00041320903,0.0487205,-0.0560501,-0.017269429,0.08637392,0.121395096,0.058886077,-0.032599106,0.11685767,-0.11737083,0.082159825,0.145367,-0.07107481,0.008132742,-0.044186886,0.061250318,-0.07112969,-0.03715122,0.008075461,0.05811719,0.120595895,-0.16947673,0.1569461,0.04623247,-0.023122733,0.053684935,0.04997488,-0.0821224,0.0819203,-0.0127489865,-0.010848868,-0.2180263,0.03360703,0.06269619,0.09023863,-0.094236486,-0.02460815,-0.03587412,-0.03906858,0.08456095,0.05829624,0.07190213
Aaron_Eckhart,-0.07857145,-0.05535012,-0.03240703,-0.045829274,-0.038707085,0.09684155,-0.043612517,0.07194203,-0.11426373,0.049237568,-0.0062235678,0.015551421,0.09742749,0.023164997,0.046706367,0.025181608,0.009400281,0.013072219,0.16493918,-0.016045531,0.15499255,-0.039339557,-0.0004129339,-0.005198933,-0.010251682,0.21189886,-0.053231012,-0.2628934,0.09392155,0.03068655,0.08127394,0.09288971,-0.0022000973,-0.07421731,0.052675582,0.04242612,0.001242522,0.15421167,0.059273627,-0.011723483,0.038486615,0.0388014,-0.056097344,0.123987816,-0.079215914,-0.10187106,0.17554416,-0.10780564,-0.07908216,-0.23912752,-0.0019251668,-0.120157555,0.052568637,0.010656306,0.053099703,0.10489946,0.073819794,0.11188689,0.040262464,-0.17051546,-0.018033307,-0.08522431,0.09862967,-0.06301304,0.16412859,-0.010923289,0.09560891,-0.019084563,0.12700088,-0.031882662,-0.049983833,0.07731075,-0.05628075,-0.07229642,-0.00012291313,-0.0704969,-0.1524295,0.10538606,0.019796474,0.033751253,-0.095796034,0.095981255,0.031115746,-0.037516348,0.006055123,-0.093919724,0.16829489,0.052107036,0.010587298,-0.17486142,-0.023691846,0.03957944,-0.020997908,-0.050073843,-0.018990561,-0.04496566,0.08611579,0.1630537,-0.04575483,0.05924014,-0.079311304,0.009176039,0.0052893097,0.060148682,-0.09746205,0.020227756,-0.022861218,-0.021713274,0.0153978355,-0.07206045,-0.0977241,-0.006952147,-0.16745964,-0.16504179,0.09301566,0.030594414,-0.08247113,-0.27473393,-0.038232893,-0.043249495,0.024928883,-0.009035291,0.016786985,-0.05137108,-0.061325423,0.0567769,-0.06053193,0.112238176
